Rk,Player,Season,Pos,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Balance,all_nba
58,Rick Brunson,2005,PG,SEA,4,31,5,8,0.625,0,1,0.0,5,7,0.714,0.625,0,0,,0,2,2,2,0,0,3,1,10,7.8,0.625,0.125,0.0,0.0,7.9,3.9,10.5,0.0,0.0,27.3,15.9,0.0,0.0,0.0,-0.058,-3.7,-3.6,-7.2,0.0,0.4268292682926829,0.0
58,Rick Brunson,2005,PG,HOU,23,215,16,46,0.348,5,12,0.417,11,34,0.324,0.402,7,12,0.583,1,19,20,33,8,1,19,21,44,6.1,0.429,0.261,0.261,0.6,10.2,5.5,25.2,2.0,0.4,27.0,15.6,-0.4,0.3,-0.1,-0.02,-5.1,0.2,-4.9,-0.2,0.4146341463414634,0.0
59,Kobe Bryant,2005,SG,LAL,80,3277,978,2173,0.45,180,518,0.347,798,1655,0.482,0.491,696,819,0.85,71,354,425,360,147,30,250,233,2832,28.0,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,11.6,3.7,15.3,0.224,7.4,0.2,7.6,8.0,0.5487804878048781,1.0
60,Greg Buckner,2005,SG,DEN,73,1758,181,417,0.434,86,243,0.354,95,174,0.546,0.537,43,55,0.782,31,178,209,127,87,20,52,180,491,11.4,0.556,0.583,0.132,2.1,11.7,6.9,10.8,2.5,0.9,10.5,12.6,1.7,2.0,3.8,0.103,-1.2,1.7,0.5,1.1,0.5365853658536586,0.0
61,Pat Burke,2005,C,PHO,42,346,63,127,0.496,2,7,0.286,61,120,0.508,0.504,13,21,0.619,21,52,73,16,6,13,33,62,141,9.9,0.517,0.055,0.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,-0.3,0.4,0.1,0.009,-6.1,-0.1,-6.2,-0.4,0.6585365853658537,0.0
62,Antonio Burks,2005,PG,MEM,57,570,51,144,0.354,1,6,0.167,50,138,0.362,0.358,10,23,0.435,4,33,37,76,20,0,36,45,113,5.1,0.367,0.042,0.16,0.9,7.0,3.9,22.1,2.0,0.0,18.9,16.2,-1.1,0.7,-0.4,-0.033,-6.4,-0.4,-6.8,-0.7,0.5975609756097561,0.0
63,Kevin Burleson,2005,PG,CHA,39,340,22,88,0.25,10,54,0.185,12,34,0.353,0.307,16,17,0.941,4,22,26,48,26,2,25,63,70,5.1,0.367,0.614,0.193,1.3,8.0,4.4,20.8,3.9,0.5,20.8,15.7,-0.6,0.4,-0.2,-0.032,-7.8,1.6,-6.2,-0.4,0.3170731707317073,0.0
64,Caron Butler,2005,SF,WAS,75,2708,494,1086,0.455,41,120,0.342,453,966,0.469,0.474,289,332,0.87,114,352,466,186,127,18,175,238,1318,17.0,0.535,0.11,0.306,4.8,15.6,10.0,12.1,2.4,0.5,12.4,23.2,3.5,2.8,6.3,0.112,0.4,0.1,0.6,1.7,0.5121951219512195,0.0
65,Jackie Butler,2005,C,NYK,55,740,117,215,0.544,0,0,,117,215,0.544,0.544,58,77,0.753,67,116,183,25,17,31,62,127,292,14.8,0.587,0.0,0.358,10.9,19.3,15.0,6.1,1.2,3.4,19.9,19.0,0.7,0.6,1.2,0.078,-2.0,-0.8,-2.8,-0.2,0.2804878048780488,0.0
66,Rasual Butler,2005,SF,NOK,79,1875,257,633,0.406,92,242,0.38,165,391,0.422,0.479,79,114,0.693,51,181,232,40,33,45,65,142,685,10.8,0.501,0.382,0.18,3.2,11.8,7.4,3.7,0.9,2.0,8.7,18.6,0.4,1.3,1.7,0.045,-0.9,-1.1,-2.0,0.0,0.4634146341463415,0.0
67,Andrew Bynum,2005,C,LAL,46,338,33,82,0.402,0,0,,33,82,0.402,0.402,8,27,0.296,34,46,80,9,4,22,17,56,74,7.4,0.394,0.0,0.329,11.9,16.0,13.9,4.1,0.6,5.0,15.3,15.0,-0.4,0.4,0.1,0.007,-6.1,-0.8,-6.9,-0.4,0.5487804878048781,0.0
68,Will Bynum,2005,PG,GSW,15,162,21,52,0.404,2,9,0.222,19,43,0.442,0.423,10,16,0.625,3,9,12,19,7,0,14,10,54,8.7,0.457,0.173,0.308,2.0,6.3,4.1,19.2,2.2,0.0,19.2,20.1,-0.2,0.1,-0.1,-0.021,-4.5,-0.5,-5.0,-0.1,0.4146341463414634,0.0
69,Žarko Čabarkapa,2005,PF,GSW,61,505,67,174,0.385,5,20,0.25,62,154,0.403,0.399,60,84,0.714,37,74,111,20,13,7,35,87,199,9.9,0.472,0.115,0.483,8.0,16.7,12.3,6.5,1.3,1.0,14.2,21.7,-0.2,0.5,0.3,0.031,-4.7,-0.6,-5.3,-0.4,0.4146341463414634,0.0
70,José Calderón,2005,SG,TOR,64,1487,132,312,0.423,7,43,0.163,125,269,0.465,0.434,78,92,0.848,30,111,141,288,42,4,101,93,349,11.4,0.495,0.138,0.295,2.4,9.5,5.8,29.1,1.5,0.2,22.3,14.1,0.9,0.0,0.9,0.029,-1.0,-1.8,-2.8,-0.3,0.3292682926829268,0.0
71,Marcus Camby,2005,C,DEN,56,1857,302,649,0.465,1,11,0.091,301,638,0.472,0.466,111,156,0.712,132,536,668,115,79,184,92,158,716,19.9,0.499,0.017,0.24,8.4,33.3,21.0,10.2,2.2,7.5,11.4,19.5,1.0,4.5,5.5,0.141,0.1,3.3,3.5,2.6,0.5365853658536586,0.0
72,Brian Cardinal,2005,PF,MEM,36,402,46,111,0.414,13,29,0.448,33,82,0.402,0.473,19,27,0.704,11,44,55,33,23,0,27,65,124,10.0,0.505,0.261,0.243,3.4,13.1,8.3,14.2,3.2,0.0,18.0,18.1,-0.1,0.7,0.6,0.074,-4.6,1.7,-2.9,-0.1,0.5975609756097561,0.0
73,Matt Carroll,2005,SG,CHA,78,1275,192,476,0.403,72,185,0.389,120,291,0.412,0.479,138,168,0.821,34,123,157,35,47,11,48,120,594,13.9,0.54,0.389,0.353,2.9,12.0,7.1,4.6,1.9,0.7,8.0,20.8,1.6,1.0,2.6,0.097,0.0,-0.6,-0.6,0.5,0.3170731707317073,0.0
74,Anthony Carter,2005,PG,MIN,45,589,53,137,0.387,4,15,0.267,49,122,0.402,0.401,40,55,0.727,9,53,62,101,24,9,40,71,150,10.6,0.465,0.109,0.401,1.9,10.5,6.3,26.9,2.2,1.2,19.9,16.2,-0.1,0.7,0.6,0.047,-3.5,1.2,-2.2,0.0,0.4024390243902439,0.0
75,Vince Carter,2005,SG,NJN,79,2906,653,1518,0.43,125,367,0.341,528,1151,0.459,0.471,480,601,0.799,135,327,462,338,94,53,213,235,1911,21.6,0.536,0.242,0.396,5.4,13.4,9.3,24.4,1.7,1.5,10.7,32.3,4.9,4.4,9.3,0.153,4.5,0.5,5.1,5.2,0.5975609756097561,0.0
76,Sam Cassell,2005,PG,LAC,78,2653,493,1112,0.443,70,190,0.368,423,922,0.459,0.475,289,335,0.863,40,247,287,491,74,11,175,225,1345,18.5,0.534,0.171,0.301,1.8,10.4,6.3,32.5,1.5,0.3,12.2,25.0,4.8,2.8,7.6,0.137,2.1,-0.5,1.6,2.4,0.573170731707317,0.0
77,Kelvin Cato,2005,C,TOT,27,333,36,84,0.429,0,0,,36,84,0.429,0.429,26,35,0.743,20,50,70,4,6,12,18,52,98,9.3,0.493,0.0,0.417,7.6,18.0,12.9,1.9,1.0,2.8,15.3,16.7,0.0,0.4,0.3,0.045,-4.9,-0.3,-5.2,-0.3,,0.0
77,Kelvin Cato,2005,C,ORL,23,299,31,72,0.431,0,0,,31,72,0.431,0.431,26,35,0.743,19,44,63,2,6,10,16,48,88,9.4,0.503,0.0,0.486,8.1,17.7,13.0,1.1,1.1,2.6,15.5,16.4,0.0,0.3,0.3,0.052,-4.7,-0.2,-4.9,-0.2,0.4390243902439024,0.0
77,Kelvin Cato,2005,C,DET,4,34,5,12,0.417,0,0,,5,12,0.417,0.417,0,0,,1,6,7,2,0,2,2,4,10,7.7,0.417,0.0,0.0,3.5,21.2,12.2,9.7,0.0,4.3,14.3,19.6,-0.1,0.1,0.0,-0.013,-6.6,-0.8,-7.5,0.0,0.7804878048780488,0.0
78,Tyson Chandler,2005,C,CHI,79,2121,160,283,0.565,0,1,0.0,160,282,0.567,0.565,97,193,0.503,265,449,714,81,41,104,123,298,417,12.2,0.567,0.004,0.682,14.4,24.2,19.3,5.6,1.0,3.8,25.1,10.4,1.5,3.9,5.4,0.123,-2.2,1.8,-0.4,0.9,0.5,0.0
79,Calbert Cheaney,2005,SF,GSW,42,448,42,108,0.389,0,8,0.0,42,100,0.42,0.389,8,8,1.0,20,41,61,19,13,2,17,38,92,6.0,0.412,0.074,0.074,4.9,10.5,7.6,6.6,1.5,0.3,13.2,12.8,-0.3,0.3,0.0,0.0,-4.7,-0.1,-4.8,-0.3,0.4146341463414634,0.0
80,Josh Childress,2005,SF,ATL,74,2249,278,504,0.552,32,65,0.492,246,439,0.56,0.583,154,201,0.766,134,253,387,131,86,39,101,184,742,15.8,0.626,0.129,0.399,7.0,13.9,10.3,9.4,2.0,1.3,14.6,14.0,4.6,1.1,5.7,0.121,1.3,-0.1,1.2,1.8,0.3170731707317073,0.0
81,Doug Christie,2005,SG,DAL,7,185,9,26,0.346,0,1,0.0,9,25,0.36,0.346,8,12,0.667,2,11,13,14,9,1,6,10,26,6.8,0.416,0.038,0.462,1.3,7.0,4.2,10.9,2.7,0.4,16.1,9.4,-0.1,0.2,0.1,0.035,-2.7,1.6,-1.0,0.0,0.7317073170731707,0.0
82,Speedy Claxton,2005,PG,NOK,71,2019,304,736,0.413,17,63,0.27,287,673,0.426,0.425,246,320,0.769,39,154,193,339,108,6,154,177,871,16.1,0.497,0.086,0.435,2.2,9.3,5.7,29.8,2.9,0.2,14.9,23.8,1.1,2.0,3.0,0.072,-0.1,0.3,0.1,1.1,0.4634146341463415,0.0
83,Mateen Cleaves,2005,PG,SEA,27,230,25,71,0.352,4,16,0.25,21,55,0.382,0.38,19,24,0.792,2,12,14,42,3,2,14,30,73,9.1,0.448,0.225,0.338,1.0,6.4,3.7,27.4,0.7,0.7,14.7,18.6,0.1,-0.1,0.0,-0.005,-2.0,-3.0,-5.0,-0.2,0.4268292682926829,0.0
84,Jarron Collins,2005,C,UTA,79,1730,129,280,0.461,0,0,,129,280,0.461,0.461,157,219,0.717,134,199,333,97,36,27,61,252,415,11.0,0.551,0.0,0.782,9.3,14.1,11.7,9.1,1.1,1.3,13.9,11.7,2.5,1.4,3.9,0.107,-2.2,0.0,-2.1,-0.1,0.5,0.0
85,Jason Collins,2005,C,NJN,71,1895,104,262,0.397,3,12,0.25,101,250,0.404,0.403,44,86,0.512,93,249,342,70,46,40,61,251,255,5.5,0.425,0.046,0.328,5.7,15.6,10.6,5.7,1.3,1.7,16.9,9.0,-0.9,2.9,2.0,0.051,-5.3,1.5,-3.8,-0.9,0.5975609756097561,0.0
86,Nick Collison,2005,PF,SEA,66,1448,207,394,0.525,0,3,0.0,207,391,0.529,0.525,79,113,0.699,143,225,368,74,21,35,77,213,493,14.0,0.556,0.008,0.287,11.8,19.0,15.4,8.1,0.8,1.9,14.8,16.1,2.2,0.1,2.3,0.075,-1.1,-2.1,-3.2,-0.4,0.4268292682926829,0.0
87,Brian Cook,2005,PF,LAL,81,1535,261,511,0.511,36,84,0.429,225,427,0.527,0.546,84,101,0.832,88,186,274,74,37,32,61,205,642,15.6,0.578,0.164,0.198,6.8,14.2,10.5,8.3,1.3,1.6,9.9,18.3,3.0,1.5,4.5,0.142,0.2,-0.3,-0.1,0.7,0.5487804878048781,0.0
88,Jamal Crawford,2005,SG,NYK,79,2555,366,879,0.416,101,293,0.345,265,586,0.452,0.474,295,357,0.826,36,212,248,301,87,15,175,150,1128,15.5,0.544,0.333,0.406,1.7,10.2,5.9,20.9,1.8,0.5,14.4,21.5,3.7,0.8,4.5,0.084,1.6,-1.1,0.5,1.6,0.2804878048780488,0.0
89,Austin Croshere,2005,PF,IND,50,1148,132,285,0.463,54,140,0.386,78,145,0.538,0.558,90,102,0.882,62,203,265,62,22,7,48,105,408,15.2,0.618,0.491,0.358,6.4,19.8,13.3,9.1,1.0,0.4,12.7,15.3,2.5,1.7,4.1,0.173,1.5,0.6,2.1,1.2,0.5,0.0
90,Eddy Curry,2005,C,NYK,72,1865,336,597,0.563,0,0,,336,597,0.563,0.563,307,486,0.632,145,287,432,19,28,56,179,239,979,17.0,0.604,0.0,0.814,9.4,18.9,14.1,1.9,0.8,2.5,18.1,24.1,2.3,1.0,3.3,0.084,-0.5,-1.6,-2.1,0.0,0.2804878048780488,0.0
91,Samuel Dalembert,2005,C,PHI,66,1761,196,369,0.531,0,1,0.0,196,368,0.533,0.531,93,132,0.705,159,382,541,25,34,160,107,244,485,14.2,0.568,0.003,0.358,10.6,25.4,18.0,2.2,1.0,6.9,20.0,13.8,0.9,2.6,3.6,0.097,-2.9,1.2,-1.8,0.1,0.4634146341463415,0.0
92,Erick Dampier,2005,C,DAL,82,1934,171,347,0.493,0,0,,171,347,0.493,0.493,127,215,0.591,273,367,640,51,27,106,115,263,469,13.9,0.531,0.0,0.62,17.3,22.4,19.9,4.0,0.8,4.2,20.7,13.4,1.9,2.9,4.8,0.119,-1.5,-0.1,-1.7,0.2,0.7317073170731707,0.0
93,Antonio Daniels,2005,SG,WAS,80,2283,230,550,0.418,23,101,0.228,207,449,0.461,0.439,284,336,0.845,19,153,172,284,52,8,89,96,767,13.7,0.55,0.184,0.611,0.9,8.0,4.4,19.2,1.2,0.3,11.3,15.4,4.3,0.9,5.3,0.111,0.1,-0.8,-0.7,0.8,0.5121951219512195,0.0
94,Marquis Daniels,2005,SG,DAL,62,1766,246,512,0.48,4,19,0.211,242,493,0.491,0.484,138,183,0.754,81,143,224,172,67,13,100,143,634,14.9,0.535,0.037,0.357,5.6,9.6,7.6,16.2,2.1,0.6,14.4,18.3,2.4,1.7,4.2,0.114,0.1,0.4,0.5,1.1,0.7317073170731707,0.0
95,Antonio Davis,2005,PF-C,TOT,44,940,82,190,0.432,0,1,0.0,82,189,0.434,0.432,52,81,0.642,90,118,208,21,23,10,51,125,216,8.3,0.479,0.005,0.426,11.5,15.5,13.5,3.5,1.3,0.9,18.4,13.4,0.0,0.4,0.3,0.017,-3.2,-1.0,-4.3,-0.5,,0.0
95,Antonio Davis,2005,PF,NYK,36,749,68,159,0.428,0,1,0.0,68,158,0.43,0.428,45,61,0.738,75,97,172,14,20,9,43,99,181,8.9,0.487,0.006,0.384,12.0,15.9,14.0,3.0,1.4,1.0,18.8,13.8,0.0,0.3,0.4,0.024,-3.1,-0.9,-4.1,-0.4,0.2804878048780488,0.0
95,Antonio Davis,2005,C,TOR,8,191,14,31,0.452,0,0,,14,31,0.452,0.452,7,20,0.35,15,21,36,7,3,1,8,26,35,5.9,0.44,0.0,0.645,9.2,14.0,11.5,5.4,0.8,0.4,16.7,11.6,-0.1,0.0,0.0,-0.011,-3.5,-1.5,-5.1,-0.1,0.3292682926829268,0.0
96,Baron Davis,2005,PG,GSW,54,1971,335,861,0.389,102,324,0.315,233,537,0.434,0.448,195,289,0.675,45,191,236,480,89,14,159,165,967,18.3,0.489,0.376,0.336,2.5,11.1,6.7,42.6,2.3,0.5,13.9,25.9,2.4,2.0,4.4,0.106,2.8,-0.2,2.6,2.3,0.4146341463414634,0.0
97,Dale Davis,2005,C,DET,28,178,9,24,0.375,0,1,0.0,9,23,0.391,0.375,8,15,0.533,21,32,53,6,0,9,4,23,26,9.9,0.425,0.042,0.625,13.9,21.6,17.7,4.8,0.0,3.7,11.6,9.2,0.1,0.3,0.4,0.108,-3.3,-0.2,-3.5,-0.1,0.7804878048780488,0.0
98,Josh Davis,2005,PF,TOT,6,17,2,7,0.286,0,2,0.0,2,5,0.4,0.286,2,3,0.667,3,1,4,1,2,0,1,3,6,13.6,0.361,0.286,0.429,20.4,7.1,13.7,8.8,6.0,0.0,10.7,24.8,0.0,0.0,0.0,0.018,-2.0,0.2,-1.7,0.0,,0.0
98,Josh Davis,2005,PF,MIL,4,12,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,2,1,3,1,1,0,1,2,2,5.2,0.25,0.25,0.0,19.4,10.1,14.9,12.5,4.4,0.0,20.0,19.0,0.0,0.0,0.0,-0.089,-6.3,-0.3,-6.6,0.0,0.4878048780487805,0.0
98,Josh Davis,2005,PF,HOU,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0.0,0.0,0.0,,-1000.0,0.0,-1000.0,0.0,0.4146341463414634,0.0
98,Josh Davis,2005,PF,PHO,1,5,1,3,0.333,0,1,0.0,1,2,0.5,0.333,2,3,0.667,1,0,1,0,1,0,0,0,4,33.7,0.463,0.333,1.0,22.7,0.0,11.1,0.0,10.0,0.0,0.0,38.7,0.0,0.0,0.0,0.275,8.5,1.4,10.0,0.0,0.6585365853658537,0.0
99,Ricky Davis,2005,SG-SF,TOT,78,3207,584,1304,0.448,73,242,0.302,511,1062,0.481,0.476,275,345,0.797,65,286,351,394,91,17,213,190,1516,15.6,0.521,0.186,0.265,2.5,10.5,6.6,22.2,1.5,0.4,12.8,24.3,2.5,2.5,5.0,0.075,0.6,-1.0,-0.4,1.3,,0.0
99,Ricky Davis,2005,SG,BOS,42,1747,329,709,0.464,40,125,0.32,289,584,0.495,0.492,129,164,0.787,40,147,187,221,49,9,115,91,827,16.0,0.529,0.176,0.231,2.9,10.0,6.5,22.8,1.5,0.4,12.8,23.6,1.8,1.1,2.9,0.08,1.0,-1.2,-0.2,0.7,0.4024390243902439,0.0
99,Ricky Davis,2005,SF,MIN,36,1460,255,595,0.429,33,117,0.282,222,478,0.464,0.456,146,181,0.807,25,139,164,173,42,8,98,99,689,15.2,0.511,0.197,0.304,2.1,11.1,6.7,21.4,1.6,0.4,12.7,25.1,0.7,1.4,2.1,0.069,0.2,-0.7,-0.5,0.6,0.4024390243902439,0.0
100,Carlos Delfino,2005,SG,DET,68,726,91,226,0.403,20,60,0.333,71,166,0.428,0.447,45,67,0.672,28,85,113,44,21,15,36,86,247,10.6,0.483,0.265,0.296,4.5,14.1,9.3,9.7,1.6,1.5,12.4,19.1,0.0,1.0,1.0,0.067,-3.3,0.4,-2.9,-0.2,0.7804878048780488,0.0
101,Tony Delk,2005,PG-SG,TOT,24,385,71,161,0.441,20,47,0.426,51,114,0.447,0.503,20,27,0.741,14,39,53,33,13,1,19,28,182,16.1,0.526,0.292,0.168,4.3,12.2,8.2,15.2,1.9,0.2,9.9,23.7,0.4,0.5,0.9,0.112,0.4,-0.5,-0.1,0.2,,0.0
101,Tony Delk,2005,SG,ATL,1,7,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,1,1,2,0,0,0,0,0,2,16.1,0.532,0.0,2.0,16.7,17.7,17.2,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.171,1.1,-3.3,-2.2,0.0,0.3170731707317073,0.0
101,Tony Delk,2005,PG,DET,23,378,71,160,0.444,20,47,0.426,51,113,0.451,0.506,18,25,0.72,13,38,51,33,13,1,19,28,180,16.1,0.526,0.294,0.156,4.0,12.1,8.0,15.5,1.9,0.2,10.0,23.9,0.4,0.5,0.9,0.111,0.4,-0.5,-0.1,0.2,0.7804878048780488,0.0
102,Luol Deng,2005,SF,CHI,78,2604,442,954,0.463,21,78,0.269,421,876,0.481,0.474,207,276,0.75,127,389,516,147,72,50,105,128,1112,15.8,0.517,0.082,0.289,5.6,17.1,11.4,9.7,1.4,1.5,8.9,20.4,2.7,3.8,6.5,0.12,0.8,0.9,1.6,2.4,0.5,0.0
103,Boris Diaw,2005,PF,PHO,81,2874,449,853,0.526,8,30,0.267,441,823,0.536,0.531,174,238,0.731,159,399,558,503,58,85,189,260,1080,17.3,0.564,0.035,0.279,6.3,15.1,10.8,24.9,1.0,2.1,16.5,17.9,5.9,3.0,8.9,0.149,1.4,1.4,2.8,3.5,0.6585365853658537,0.0
104,Dan Dickau,2005,PG,BOS,19,234,17,46,0.37,10,20,0.5,7,26,0.269,0.478,18,18,1.0,5,11,16,40,11,1,18,40,62,10.4,0.575,0.435,0.391,2.7,5.6,4.2,25.5,2.4,0.3,25.0,14.1,0.3,0.2,0.4,0.09,-2.6,0.2,-2.4,0.0,0.4024390243902439,0.0
105,Travis Diener,2005,PG,ORL,23,246,29,69,0.42,25,57,0.439,4,12,0.333,0.601,5,6,0.833,4,17,21,16,7,0,10,22,88,12.6,0.614,0.826,0.087,2.1,8.3,5.3,10.6,1.5,0.0,12.2,15.7,0.5,0.1,0.6,0.115,1.3,-0.4,0.9,0.2,0.4390243902439024,0.0
106,Ike Diogu,2005,PF,GSW,69,1031,175,334,0.524,0,0,,175,334,0.524,0.524,136,168,0.81,95,134,229,29,15,30,78,164,486,15.8,0.596,0.0,0.503,10.0,14.9,12.4,4.9,0.7,2.2,16.1,21.0,1.7,1.0,2.6,0.123,-1.6,-0.6,-2.2,0.0,0.4146341463414634,0.0
107,DeSagana Diop,2005,C,DAL,81,1510,75,154,0.487,1,2,0.5,74,152,0.487,0.49,39,72,0.542,145,229,374,23,44,146,36,253,190,11.5,0.512,0.013,0.468,11.8,17.9,14.9,2.2,1.6,7.4,16.2,6.9,1.3,2.7,4.1,0.13,-2.3,2.8,0.5,1.0,0.7317073170731707,0.0
108,Juan Dixon,2005,SG,POR,76,1920,357,821,0.435,65,170,0.382,292,651,0.449,0.474,156,194,0.804,30,147,177,149,58,6,113,157,935,14.6,0.516,0.207,0.236,1.9,9.3,5.5,14.9,1.7,0.2,11.1,25.2,1.1,0.1,1.2,0.03,-0.2,-1.7,-1.9,0.0,0.2560975609756097,0.0
109,Michael Doleac,2005,C,MIA,31,371,37,88,0.42,0,0,,37,88,0.42,0.42,24,30,0.8,23,62,85,8,10,7,14,45,98,9.9,0.484,0.0,0.341,7.6,18.9,13.5,3.2,1.4,1.4,12.2,14.3,0.1,0.5,0.6,0.079,-3.6,-0.4,-3.9,-0.2,0.6341463414634146,0.0
110,Keyon Dooling,2005,PG,ORL,50,1137,178,405,0.44,13,43,0.302,165,362,0.456,0.456,101,121,0.835,11,67,78,109,49,4,82,116,470,12.6,0.513,0.106,0.299,1.2,7.1,4.2,16.7,2.3,0.3,15.2,22.5,0.3,0.8,1.1,0.046,-2.4,-0.3,-2.7,-0.2,0.4390243902439024,0.0
111,Chris Duhon,2005,PG,CHI,74,2155,215,538,0.4,100,278,0.36,115,260,0.442,0.493,117,143,0.818,28,192,220,373,70,3,117,152,647,12.9,0.538,0.517,0.266,1.5,10.2,5.9,26.4,1.7,0.1,16.3,15.0,2.7,2.5,5.2,0.116,0.0,0.8,0.8,1.5,0.5,0.0
112,Tim Duncan,2005,PF,SAS,80,2784,574,1185,0.484,2,5,0.4,572,1180,0.485,0.485,335,533,0.629,231,650,881,253,70,162,198,219,1485,23.1,0.523,0.004,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,3.9,6.9,10.8,0.187,2.3,2.6,5.0,4.9,0.7682926829268293,2.0
113,Mike Dunleavy,2005,SF,GSW,81,2578,331,816,0.406,74,260,0.285,257,556,0.462,0.451,196,252,0.778,78,321,399,237,60,32,120,199,932,12.5,0.503,0.319,0.309,3.3,14.2,8.6,15.0,1.2,0.9,11.5,18.1,1.9,2.3,4.2,0.077,-0.7,0.0,-0.7,0.9,0.4146341463414634,0.0
114,Ronald Dupree,2005,SF,MIN,36,265,33,63,0.524,0,1,0.0,33,62,0.532,0.524,14,41,0.341,21,28,49,14,12,0,14,44,80,10.4,0.494,0.016,0.651,9.8,12.4,11.1,8.8,2.4,0.0,14.7,17.0,0.0,0.3,0.3,0.056,-4.1,0.2,-3.8,-0.1,0.4024390243902439,0.0
115,John Edwards,2005,C,ATL,40,296,31,64,0.484,0,0,,31,64,0.484,0.484,8,11,0.727,18,30,48,5,3,15,12,76,70,6.4,0.508,0.0,0.172,7.1,12.5,9.7,2.7,0.5,3.9,14.8,12.4,0.1,0.1,0.2,0.026,-6.2,-0.2,-6.4,-0.3,0.3170731707317073,0.0
116,Howard Eisley,2005,PG,TOT,32,394,34,103,0.33,13,42,0.31,21,61,0.344,0.393,20,24,0.833,3,30,33,69,11,2,21,34,101,9.2,0.445,0.408,0.233,0.9,8.7,4.9,25.6,1.4,0.4,15.6,15.4,0.0,0.3,0.3,0.037,-2.6,-0.2,-2.7,-0.1,,0.0
116,Howard Eisley,2005,PG,LAC,13,112,4,17,0.235,1,4,0.25,3,13,0.231,0.265,0,0,,1,13,14,25,3,0,3,11,9,7.2,0.265,0.235,0.0,1.1,12.9,7.3,31.0,1.4,0.0,15.0,8.3,0.0,0.1,0.1,0.04,-3.8,1.5,-2.3,0.0,0.573170731707317,0.0
116,Howard Eisley,2005,PG,DEN,19,282,30,86,0.349,12,38,0.316,18,48,0.375,0.419,20,24,0.833,2,17,19,44,8,2,18,23,92,10.0,0.476,0.442,0.279,0.8,7.0,3.9,23.4,1.4,0.5,15.7,18.2,0.0,0.2,0.2,0.036,-2.1,-0.8,-2.9,-0.1,0.5365853658536586,0.0
117,Monta Ellis,2005,SG,GSW,49,886,132,318,0.415,28,82,0.341,104,236,0.441,0.459,42,59,0.712,22,83,105,78,32,11,58,69,334,11.1,0.486,0.258,0.186,2.7,10.7,6.6,14.9,1.9,0.9,14.4,20.2,-0.3,0.8,0.5,0.028,-1.9,0.2,-1.7,0.1,0.4146341463414634,0.0
118,Francisco Elson,2005,C,DEN,72,1579,151,284,0.532,1,5,0.2,150,279,0.538,0.533,49,74,0.662,99,240,339,47,54,45,65,211,352,10.1,0.556,0.018,0.261,7.4,17.6,12.5,4.4,1.7,2.1,17.0,10.8,0.8,2.0,2.9,0.087,-3.2,1.0,-2.2,-0.1,0.5365853658536586,0.0
119,Melvin Ely,2005,PF,CHA,57,1348,216,425,0.508,0,2,0.0,216,423,0.511,0.508,128,192,0.667,94,183,277,76,29,44,100,160,560,14.3,0.55,0.005,0.452,7.6,16.8,11.9,9.7,1.1,2.5,16.4,20.1,0.8,1.2,2.0,0.072,-1.7,-0.2,-1.8,0.1,0.3170731707317073,0.0
120,Maurice Evans,2005,SG,DET,80,1139,154,341,0.452,43,116,0.371,111,225,0.493,0.515,52,65,0.8,76,87,163,60,41,15,39,122,403,14.0,0.545,0.34,0.191,7.8,9.2,8.5,8.5,2.0,1.0,9.5,17.0,1.8,1.4,3.2,0.135,-0.4,0.5,0.2,0.6,0.7804878048780488,0.0
121,Reggie Evans,2005,PF,TOT,67,1393,131,268,0.489,0,1,0.0,131,267,0.491,0.489,115,217,0.53,171,331,502,38,40,10,85,166,377,12.5,0.519,0.004,0.81,14.6,28.3,21.4,4.0,1.5,0.5,19.0,14.4,0.8,1.3,2.1,0.072,-1.8,-1.9,-3.7,-0.6,,0.0
121,Reggie Evans,2005,PF,SEA,41,788,88,173,0.509,0,1,0.0,88,172,0.512,0.509,66,120,0.55,114,162,276,23,24,5,41,95,242,15.0,0.536,0.006,0.694,17.2,25.2,21.2,4.4,1.6,0.5,15.4,15.2,1.2,0.3,1.5,0.09,0.1,-3.0,-2.9,-0.2,0.4268292682926829,0.0
121,Reggie Evans,2005,PF,DEN,26,605,43,95,0.453,0,0,,43,95,0.453,0.453,49,97,0.505,57,169,226,15,16,5,44,71,135,9.2,0.49,0.0,1.021,11.1,32.3,21.8,3.5,1.4,0.6,24.2,13.4,-0.4,1.0,0.6,0.048,-4.3,-0.5,-4.9,-0.4,0.5365853658536586,0.0
